Id,WnvPresent
1,0.0554553729425
2,0.0544361019727
3,0.0555448012549
4,0.0540230153794
5,0.0540209290608
6,0.0540217684498
7,0.0540203640177
8,0.0545405962948
9,0.0550161117616
10,0.0542244799086
11,0.0550672554904
12,0.0539963303293
13,0.0539942208784
14,0.0539950695743
15,0.0539936495701
16,0.0545172576926
17,0.0545957270551
18,0.0540221035367
19,0.0546101761104
20,0.0539708284401
21,0.0539686956003
22,0.0539695537064
23,0.0539681179573
24,0.054494963459
25,0.0547270062074
26,0.0540853423068
27,0.0547530362245
28,0.0539789028244
29,0.0539767051852
30,0.0539775893624
31,0.0539761099919
32,0.0545025487616
33,0.0547270201874
34,0.0540853517181
35,0.0547530569908
36,0.0539789091598
37,0.0539767080561
38,0.0539775936272
39,0.0539761119245
40,0.0545025796071
41,0.0547270482137
42,0.054085370585
43,0.0547530986217
44,0.0539789218606
45,0.0539767138115
46,0.053977602177
47,0.0539761157988
48,0.0545026414439
49,0.0547270622599
50,0.0540853800408
51,0.0547531194863
52,0.0539789282261
53,0.053976716696
54,0.053977606462
55,0.0539761177405
56,0.0545026724354
57,0.0547743670015
58,0.0541081554448
59,0.0548045640397
60,0.0539818070719
61,0.0539795920555
62,0.0539804832242
63,0.0539789921557
64,0.054505233852
65,0.0547743952048
66,0.054108174431
67,0.0548046059336
68,0.053981819853
69,0.0539795978472
70,0.053980491828
71,0.0539789960545
72,0.0545052960795
73,0.0548249994302
74,0.0541326122757
75,0.0548597870126
76,0.0539850469384
77,0.0539827283898
78,0.0539836612132
79,0.0539821004493
80,0.0545088428605
81,0.0547065602148
82,0.054075613583
83,0.0547310386025
84,0.0539778932328
85,0.0539755489771
86,0.0539764921434
87,0.053974914074
88,0.0545027285785
89,0.0547065900636
90,0.0540756336769
91,0.0547310829403
92,0.0539779067596
93,0.0539755551068
94,0.0539765012492
95,0.0539749182003
96,0.0545027944355
97,0.0549494983502
98,0.0541925949153
99,0.0549952322511
100,0.0539926823757
101,0.0539903195835
102,0.0539912702077
103,0.05398967966
104,0.0545158916185
105,0.0547193079032
106,0.0540817962808
107,0.0547449966301
108,0.053978762197
109,0.0539763581069
110,0.0539773253468
111,0.0539757069982
112,0.054503930377
113,0.054676398688
114,0.0540611562329
115,0.0546983671503
116,0.0539761864015
117,0.0539737633018
118,0.05397473819
119,0.0539731070445
120,0.0545017999671
121,0.0546764760018
122,0.0540612082801
123,0.0546984819931
124,0.0539762214387
125,0.053973779179
126,0.0539747617759
127,0.0539731177324
128,0.0545019705478
129,0.0546765539269
130,0.0540612607388
131,0.0546985977437
132,0.0539762567528
133,0.0539737951818
134,0.0539747855484
135,0.0539731285048
136,0.0545021424768
137,0.0547117526831
138,0.0540782219777
139,0.0547369108891
140,0.053978431383
141,0.0539759464366
142,0.053976946208
143,0.0539752734286
144,0.0545042285734
145,0.0548983943265
146,0.0541677950842
147,0.0549392685211
148,0.0539891859876
149,0.0539870698805
150,0.0539879212544
151,0.0539864967694
152,0.0545110127085
153,0.055086320656
154,0.054258304094
155,0.0551436096672
156,0.0540006147126
157,0.0539984952695
158,0.0539993479856
159,0.0539979212548
160,0.0545211047265
161,0.054595740623
162,0.0540221126705
163,0.0546101962645
164,0.0539708345887
165,0.0539686983865
166,0.0539695578454
167,0.0539681198329
168,0.0544949933953
169,0.0550434777523
170,0.054237688883
171,0.0550970699478
172,0.0539980523936
173,0.0539959060726
174,0.0539967696027
175,0.0539953247783
176,0.054519043553
177,0.0550434914059
178,0.0542376980744
179,0.0550970902292
180,0.0539980585811
181,0.0539959088765
182,0.0539967737679
183,0.0539953266658
184,0.0545190736784
185,0.0547719207154
186,0.0541069324558
187,0.0548018099708
188,0.0539815657898
189,0.0539794093019
190,0.0539802769225
191,0.0539788252541
192,0.0545045944918
193,0.0547583532525
194,0.0541004061212
195,0.0547870677678
196,0.0539807524298
197,0.0539785891373
198,0.0539794594956
199,0.0539780032465
200,0.0545039276203
201,0.0547583670141
202,0.0541004153854
203,0.0547870882096
204,0.0539807586662
205,0.0539785919633
206,0.0539794636937
207,0.0539780051488
208,0.0545039579838
209,0.0548250289516
210,0.0541326321493
211,0.0548598308643
212,0.0539850603169
213,0.0539827344523
214,0.0539836702192
215,0.0539821045303
216,0.0545089079956
217,0.0548250437473
218,0.0541326421096
219,0.054859852842
220,0.0539850670219
221,0.0539827374907
222,0.0539836747328
223,0.0539821065756
224,0.0545089406401
225,0.0547065751275
226,0.0540756236221
227,0.0547310607539
228,0.0539778999909
229,0.0539755520395
230,0.0539764966927
231,0.0539749161355
232,0.0545027614811
233,0.0547193231964
234,0.0540818065761
235,0.0547450193468
236,0.0539787691276
237,0.0539763612475
238,0.0539773300123
239,0.0539757091123
240,0.054503964119
241,0.0546763679325
242,0.0540611355285
243,0.0546983214658
244,0.0539761724638
245,0.0539737569858
246,0.0539747288075
247,0.0539731027928
248,0.0545017321099
249,0.0546763832981
250,0.0540611458725
251,0.0546983442901
252,0.0539761794272
253,0.0539737601413
254,0.053974733495
255,0.053973104917
256,0.0545017660118
257,0.0546764295405
258,0.0540611770026
259,0.0546984129789
260,0.0539762003833
261,0.0539737696377
262,0.0539747476021
263,0.0539731113095
264,0.0545018680382
265,0.0546764450032
266,0.054061187412
267,0.0546984359474
268,0.0539762073907
269,0.0539737728131
270,0.0539747523192
271,0.0539731134471
272,0.0545019021543
273,0.0546764604903
274,0.0540611978379
275,0.0546984589521
276,0.0539762144091
277,0.0539737759935
278,0.0539747570439
279,0.0539731155881
280,0.0545019363241
281,0.0546764915378
282,0.0540612187388
283,0.0546985050704
284,0.0539762284793
285,0.0539737823695
286,0.0539747665154
287,0.0539731198801
288,0.0545020048254
289,0.0546765070982
290,0.054061229214
291,0.054698528184
292,0.053976235531
293,0.053973785565
294,0.0539747712624
295,0.0539731220312
296,0.054502039157
297,0.0546765226832
298,0.0540612397058
299,0.0546985513341
300,0.0539762425938
301,0.0539737887655
302,0.0539747760169
303,0.0539731241856
304,0.0545020735427
305,0.0546765382928
306,0.054061250214
307,0.0546985745206
308,0.0539762496677
309,0.0539737919711
310,0.0539747807789
311,0.0539731263435
312,0.0545021079826
313,0.0546252317075
314,0.0540365613152
315,0.0546427947944
316,0.0539731465332
317,0.0539706810815
318,0.0539716730094
319,0.0539700133535
320,0.0544994309699
321,0.0546252945899
322,0.0540366036473
323,0.0546428882004
324,0.0539731750303
325,0.0539706939951
326,0.0539716921929
327,0.0539700220464
328,0.0544995697094
329,0.0547118001803
330,0.0540782539526
331,0.0547369814418
332,0.0539784529079
333,0.0539759561907
334,0.0539769606979
335,0.0539752799946
336,0.0545043333679
337,0.055051350292
338,0.0542494663247
339,0.0551049483036
340,0.054013070068
341,0.0540105416888
342,0.0540115589348
343,0.0540098569173
344,0.0545368256527
345,0.0549016578965
346,0.0541773930802
347,0.0549422155596
348,0.0540040033237
349,0.0540014549521
350,0.0540024802418
351,0.0540007647659
352,0.0545289844471
353,0.0545276235803
354,0.0539892903503
355,0.0545360366561
356,0.0539666153513
357,0.0539645323166
358,0.0539653703844
359,0.0539639681629
360,0.0544908889381
361,0.0551389106136
362,0.0542836190423
363,0.0552007523578
364,0.0540037758955
365,0.0540016796943
366,0.0540025230594
367,0.0540011119745
368,0.0545237199645
369,0.0550160983636
370,0.0542244708892
371,0.0550672355887
372,0.0539963242577
373,0.053994218127
374,0.0539950654871
375,0.053993647718
376,0.0545172281311
377,0.0550161251807
378,0.0542244889422
379,0.0550672754236
380,0.0539963364105
381,0.0539942236341
382,0.053995073668
383,0.0539936514251
384,0.0545172873006
385,0.0557653625129
386,0.0545855826743
387,0.0558818565446
388,0.0540419529276
389,0.0540398301433
390,0.0540406842037
391,0.0540392552237
392,0.0545575447654
393,0.0547583807974
394,0.0541004246641
395,0.0547871086836
396,0.0539807649125
397,0.0539785947938
398,0.0539794678985
399,0.0539780070542
400,0.0545039883952
