Id,WnvPresent
1,8.41900796337e-05
2,5.66741662151e-05
3,0.000125063592248
4,3.81509584343e-05
5,1.72877729719e-05
6,2.56816626435e-05
7,1.16373413404e-05
8,0.000185777134081
9,8.51235226693e-05
10,5.73025487739e-05
11,0.000126450156019
12,3.85739703195e-05
13,1.74794611498e-05
14,2.59664205093e-05
15,1.17663778279e-05
16,0.000187836694536
17,8.60673142033e-05
18,5.79378982065e-05
19,0.000127852090477
20,3.90016723117e-05
21,1.76732747435e-05
22,2.62543356828e-05
23,1.18968450732e-05
24,0.000189919083331
25,8.86821119129e-05
26,5.96981515184e-05
27,0.000131736177739
28,4.01866335302e-05
29,1.82102416012e-05
30,2.70520137411e-05
31,1.2258308901e-05
32,0.000195688368044
33,8.88219123937e-05
34,5.97922637626e-05
35,0.000131943840664
36,4.02499877228e-05
37,1.82389506631e-05
38,2.70946617782e-05
39,1.22776346548e-05
40,0.000195996822534
41,8.91021747975e-05
42,5.99809335533e-05
43,0.000132360148951
44,4.03769958867e-05
45,1.82965046381e-05
46,2.71801596591e-05
47,1.2316377613e-05
48,0.000196615190602
49,8.92426374158e-05
50,6.00754915677e-05
51,0.000132568795345
52,4.04406501732e-05
53,1.8325349694e-05
54,2.72230097153e-05
55,1.23357949136e-05
56,0.000196925105712
57,8.93833214426e-05
58,6.01701986408e-05
59,0.000132777770596
60,4.05044048066e-05
61,1.83542402244e-05
62,2.72659273235e-05
63,1.23552428259e-05
64,0.00019723550923
65,8.96653551181e-05
66,6.03600609033e-05
67,0.000133196709743
68,4.06322157467e-05
69,1.8412157995e-05
70,2.73519656224e-05
71,1.23942306793e-05
72,0.000197857784569
73,9.35610568687e-05
74,6.29826121178e-05
75,0.000138983460746
76,4.23976589691e-05
77,1.92121727772e-05
78,2.85404071241e-05
79,1.29327677712e-05
80,0.000206453165605
81,9.4598389174e-05
82,6.36809359777e-05
83,0.000140524330598
84,4.28677555899e-05
85,1.9425198436e-05
86,2.88568617883e-05
87,1.30761679425e-05
88,0.000208741896601
89,9.48968765359e-05
90,6.38818753841e-05
91,0.00014096770817
92,4.30030237214e-05
93,1.94864956058e-05
94,2.89479201744e-05
95,1.31174306968e-05
96,0.000209400466832
97,9.5346374252e-05
98,6.41844738787e-05
99,0.000141635398528
100,4.32067266208e-05
101,1.95788042181e-05
102,2.90850467771e-05
103,1.31795690925e-05
104,0.000210392219198
105,9.70128235443e-05
106,6.53063158321e-05
107,0.000144110763679
108,4.39619272217e-05
109,1.99210259357e-05
110,2.95934250353e-05
111,1.34099388377e-05
112,0.000214068991626
113,9.77798975761e-05
